Platform,Function,Analyzer,Part No.,Description,Information,ListPrice,Discount,Quantity,Unit Price,Total Price
LaserGas II Compact,Flange O‐rings,"103547 Flange O‐ring 95,00 x 10,00, PTFE (Teflon)",103547,"Flange O‐ring 95,00 x 10,00, PTFE (Teflon)","DN80/DN100/ ANSI 3""",1150,0,1,1150,1150
LaserGas II Compact,Flange O‐rings,"100798 Flange O‐ring 116,00 x 12,00 NBR70",100798,"Flange O‐ring 116,00 x 12,00 NBR70","DN150/ANSI 4""",575,0,1,575,575
LaserGas II Compact,Flange O‐rings,"104492 Flange O‐ring 116,00 x 12,00 Viton 80",104492,"Flange O‐ring 116,00 x 12,00 Viton 80","DN150/ANSI 4""",1380,0,1,1380,1380
LaserGas II Compact,TU/PSU cable,102685 Power‐TU cable LG II/LGQ/LD Std 3m,102685,Power‐TU cable LG II/LGQ/LD Std 3m,"(2x8x0,25mm^2)",2990,0,1,2990,2990
LaserGas II Compact,TU/PSU cable,110849 Power‐TU cable LGII/LGQ/LD Std 10m,110849,Power‐TU cable LGII/LGQ/LD Std 10m,"(2x8x0,25mm^2)",3795,0,1,3795,3795
LaserGas II Compact,TU/PSU cable ATEC/IECEx/CSA,106534 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,106534,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,,2530,0,1,2530,2530
LaserGas II Compact,TU/PSU cable ATEC/IECEx/CSA,110850 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,110850,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,,3565,0,1,3565,3565
LaserGas II Compact,Span Check,101644 Span cell kit LGII SP/SP Compact,101644,Span cell kit LGII SP/SP Compact,ONLY Span check cell,9890,0,1,9890,9890
LaserGas II Compact,Span Check,108868 External span check cell,108868,External span check cell,External Cell w/sw & switch box,18975,0,1,18975,18975
LaserGas II Compact,Misc,102253 Connection box ATEX type with cable glands,102253,Connection box ATEX type with cable glands,EX‐box Media Converter non‐ ATEX analyzers,12650,0,1,12650,12650
LaserGas II Compact,Misc,"101410 Remote Display, LG II",101410,"Remote Display, LG II",,9890,0,1,9890,9890
LaserGas II Compact,Misc,102059 TU‐Remote Display cable 4m LG II,102059,TU‐Remote Display cable 4m LG II,Must be ordered w/ Remote Display,1840,0,1,1840,1840
LaserGas II Compact,HMI,111763 LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,111763,LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Compact,HMI,111710 LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,111710,LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Compact,HMI,112339 LaserInspect CIMO4 HMI added input channel,112339,LaserInspect CIMO4 HMI added input channel,,13800,0,1,13800,13800
LaserGas II Compact,HMI,"112512 External Ethernet Switch for CIMO4, 7+1 ver.",112512,"External Ethernet Switch for CIMO4, 7+1 ver.",,13800,0,1,13800,13800
LaserGas II Multipass,Analog out,"111328 AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",111328,"AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",,11270,0,1,11270,11270
LaserGas II Multipass,Analog out,"111329 AuxBoard Unit, 2 Channel, LG II/LGQ/LD",111329,"AuxBoard Unit, 2 Channel, LG II/LGQ/LD",,18285,0,1,18285,18285
LaserGas II Multipass,Analog out,"110496 AuxBoard Unit, 3 Channel, LG II/LGQ/LD",110496,"AuxBoard Unit, 3 Channel, LG II/LGQ/LD",,23920,0,1,23920,23920
LaserGas II Open Path,Analog out,"111328 AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",111328,"AuxBoard Unit, 1.Channel (Standard Unit), LG II/LGQ/LD",,11270,0,1,11270,11270
LaserGas II Open Path,Analog out,"111329 AuxBoard Unit, 2 Channel, LG II/LGQ/LD",111329,"AuxBoard Unit, 2 Channel, LG II/LGQ/LD",,18285,0,1,18285,18285
LaserGas II Open Path,Analog out,"110496 AuxBoard Unit, 3 Channel, LG II/LGQ/LD",110496,"AuxBoard Unit, 3 Channel, LG II/LGQ/LD",,23920,0,1,23920,23920
LaserGas II Open Path,TU/PSU cable,102685 Power‐TU cable LGII/LGQ/LD Std 3m,102685,Power‐TU cable LGII/LGQ/LD Std 3m,"(2x8x0,25mm^2)",2990,0,1,2990,2990
LaserGas II Open Path,TU/PSU cable,110849 Power‐TU cable LGII/LGQ/LD Std 10m,110849,Power‐TU cable LGII/LGQ/LD Std 10m,"(2x8x0,25mm^2)",3795,0,1,3795,3795
LaserGas II Open Path,TU/PSU cable ATEC/IECEx/CSA,106534 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,106534,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 3m,,2530,0,1,2530,2530
LaserGas II Open Path,TU/PSU cable ATEC/IECEx/CSA,110850 Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,110850,Power‐TU cable LGII/LD/LGQ Ex‐P/Ex‐N/CSA 10m,,3565,0,1,3565,3565
LaserGas II Open Path,Reflector Cabinets,TBA Retroreflector 1 cube corner LGII OP,TBA,Retroreflector 1 cube corner LGII OP,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,101215 Retroreflector cabinet 5 cube corners LGII OP,101215,Retroreflector cabinet 5 cube corners LGII OP,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,101216 Retroreflector cabinet 9 cube corners LGII OP,101216,Retroreflector cabinet 9 cube corners LGII OP,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,101299 Retroreflector cabinet 16 cube corners LGII OP,101299,Retroreflector cabinet 16 cube corners LGII OP,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,113250  Tripod Leica GST 120-9,113250, Tripod Leica GST 120-9,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,100626 Goniometer kit LGII OP,100626,Goniometer kit LGII OP,price on req,0,0,1,0,0
LaserGas II Open Path,Reflector Cabinets,103071 Auto Alignment Unit LaserGas II OP,103071,Auto Alignment Unit LaserGas II OP,Currently not availabl,115805,0,1,115805,115805
LaserGas II Open Path,HMI,111763 LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,111763,LaserInspect CIMO4 HMI 15 inch (1024 x 768) EU  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Open Path,HMI,111710 LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,111710,LaserInspect CIMO4 HMI 15 inch (1024 x 768) US  ,NB! No discount applies,103040,0,1,103040,103040
LaserGas II Open Path,HMI,112339 LaserInspect CIMO4 HMI added input channel,112339,LaserInspect CIMO4 HMI added input channel,,13800,0,1,13800,13800
LaserGas II Open Path,HMI,"112512 External Ethernet Switch for CIMO4, 7+1 ver.",112512,"External Ethernet Switch for CIMO4, 7+1 ver.",,13800,0,1,13800,13800
LaserGas III Single Path,PSU,"113094 Traco Power Supply Kit, LaserGas III, STD 3m cables European",113094,"Traco Power Supply Kit, LaserGas III, STD 3m cables European","IP67, NEMA 4X, 24VDC 5A 120W.",17193,0,1,17193,17193
LaserGas III Single Path,PSU,"113095 Traco Power Supply Kit, LaserGas III, STD 3m cables US",113095,"Traco Power Supply Kit, LaserGas III, STD 3m cables US","IP67, NEMA 4X, 24VDC 5A 120W.",17193,0,1,17193,17193
LaserGas III Single Path,Flange/Purge Units,106194 Flange‐/purge Kit LG3/LGQ DN50/PN10‐40 Compatible,106194,Flange‐/purge Kit LG3/LGQ DN50/PN10‐40 Compatible,"R2'', For Inst tube, O‐ring: VITON 3/8"" fitting",12420,0,1,12420,12420
